07-08-2021 12:20,gemma_murray759@jiman.org,105.0/140.0,gemma_murray2055@iitp.ac.in,Gemma Murray,7497080070,104.0/140.0,1401ME07,Option A,Option D,Option B,Option C,,Option C,Option D,,Option A,Option A,Option C,Option A,Option B,Option D,Option B,Option D,Option C,,,Option D,Option A,,Option A,Option D,Option D,Option A,Option C,,"[21, 1, 6]"
07-08-2021 12:20,mark_cann5224@liret.org,95.0/140.0,mark_cann3732@iitp.ac.in,Mark Cann,7828975562,93.0/140.0,1401CS63,,,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,Option C,Option A,Option B,,,Option D,Option C,Option D,,,Option A,Option A,Option A,Option D,Option D,Option A,Option A,,"[19, 2, 7]"
07-08-2021 12:20,sage_harvey3237@hourpy.biz,110.0/140.0,sage_harvey4650@iitp.ac.in,Sage Harvey,9935432597,105.0/140.0,1401ME42,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,Option C,Option A,Option D,Option D,,Option C,Option C,Option D,Option B,Option B,Option D,Option A,Option A,Option D,Option A,Option A,Option A,Option D,"[22, 5, 1]"
07-08-2021 12:20,barney_reynolds8711@vetan.org,80.0/140.0,barney_reynolds9394@iitp.ac.in,Barney Reynolds,7011906773,75.0/140.0,1401ME71,Option A,Option D,Option B,Option C,Option B,Option C,Option D,,,,Option A,Option A,,,,Option C,Option C,Option D,,Option D,Option A,Option B,Option A,Option D,Option B,Option A,Option A,Option D,"[16, 5, 7]"
07-08-2021 12:20,leslie_leigh2496@mafthy.com,135.0/140.0,leslie_leigh4954@iitp.ac.in,Leslie Leigh,6386744796,134.0/140.0,1401CB51,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option D,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,"[27, 1, 0]"
07-08-2021 12:20,roger_barrett275@bretoux.com,65.0/140.0,roger_barrett9587@iitp.ac.in,Roger Barrett,8447298144,61.0/140.0,1401EE15,Option A,,,Option C,,,Option D,,,Option A,Option B,Option D,,,,,Option D,Option D,Option C,,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,"[13, 4, 11]"
07-08-2021 12:20,kaylee_ranks6910@qater.org,135.0/140.0,kaylee_ranks3489@iitp.ac.in,Kaylee Ranks,8382819704,134.0/140.0,1401CS66,Option A,Option D,Option B,Option C,Option A,Option C,Option D,Option D,Option A,Option A,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,"[27, 1, 0]"
07-08-2021 12:20,barney_vass9807@deons.tech,140.0/140.0,barney_vass75@iitp.ac.in,Barney Vass,7016101839,140.0/140.0,1401CS44,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,"[28, 0, 0]"
07-08-2021 12:20,david_goldsmith6463@jiman.org,125.0/140.0,david_goldsmith6231@iitp.ac.in,David Goldsmith,7719416361,123.0/140.0,1401CS14,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,Option B,Option A,Option D,Option D,Option B,Option D,Option C,Option D,,Option C,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,"[25, 2, 1]"
07-08-2021 12:20,joseph_adams6387@zorer.org,80.0/140.0,joseph_adams5568@iitp.ac.in,Joseph Adams,9284978953,79.0/140.0,1401EE27,Option A,Option D,Option B,Option C,Option B,Option C,Option D,,,,,Option A,,,,,Option C,Option D,,Option D,,,Option A,Option D,Option D,Option C,Option C,Option D,"[16, 1, 11]"
07-08-2021 12:20,dakota_lewis5177@cispeto.com,70.0/140.0,dakota_lewis3583@iitp.ac.in,Dakota Lewis,9182589196,65.0/140.0,1401EE36,Option A,Option B,,,,,Option D,,Option A,,Option D,Option A,Option D,Option D,Option B,Option D,Option D,Option D,Option A,Option D,,,Option A,Option D,,Option A,Option C,Option B,"[14, 5, 9]"
07-08-2021 12:20,violet_crawford7748@mafthy.com,140.0/140.0,violet_crawford9473@iitp.ac.in,Violet Crawford,7380481132,140.0/140.0,1401CS78,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,"[28, 0, 0]"
07-08-2021 12:20,molly_vinton5056@corti.com,70.0/140.0,molly_vinton9714@iitp.ac.in,Molly Vinton,9129672511,69.0/140.0,1401CE47,,,Option B,Option C,,Option C,Option D,Option D,,,,,Option D,,Option B,,Option C,Option D,,,Option A,,Option A,Option D,Option D,Option A,Option B,,"[14, 1, 13]"
07-08-2021 12:20,noah_knott432@ubusive.com,75.0/140.0,noah_knott6570@iitp.ac.in,Noah Knott,6309828611,67.0/140.0,1401CE29,Option D,,Option B,Option A,,Option C,Option D,Option D,,Option A,Option D,,Option B,Option B,,Option C,Option C,Option D,Option C,Option D,Option A,Option B,Option A,Option D,Option D,Option A,Option C,Option D,"[15, 8, 5]"
07-08-2021 12:20,percy_verdon9666@naiker.biz,105.0/140.0,percy_verdon8106@iitp.ac.in,Percy Verdon,8429697765,102.0/140.0,1401ME11,Option A,Option D,Option B,Option C,,Option C,Option D,,Option A,Option A,Option D,Option A,Option B,Option D,Option B,Option D,Option C,Option D,,Option B,,Option A,Option A,Option D,Option D,Option A,Option C,Option D,"[21, 3, 4]"
07-08-2021 12:20,alexander_partridge5822@muall.tech,110.0/140.0,alexander_partridge2616@iitp.ac.in,Alexander Partridge,9829324136,108.0/140.0,1401ME45,Option A,Option D,Option B,Option C,,Option C,Option D,,,,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option D,Option A,Option A,Option D,Option D,Option A,Option C,Option B,"[22, 2, 4]"
07-08-2021 12:20,lynn_jones6752@nickia.com,85.0/140.0,lynn_jones17@iitp.ac.in,Lynn Jones,8218930662,82.0/140.0,1401CB02,Option A,Option D,Option B,Option C,,Option C,Option D,,Option A,,,Option A,,Option D,Option B,Option D,Option C,Option A,Option B,Option D,,,Option A,Option A,,Option A,Option C,Option B,"[17, 3, 8]"
07-08-2021 12:20,ronald_owens3897@mafthy.com,125.0/140.0,ronald_owens5086@iitp.ac.in,Ronald Owens,9947107295,124.0/140.0,1401CB16,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,,Option A,Option D,Option A,Option D,,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,"[25, 1, 2]"
07-08-2021 12:20,daniel_reading1705@deavo.com,115.0/140.0,daniel_reading4547@iitp.ac.in,Daniel Reading,9509614050,114.0/140.0,1401MM25,Option A,,Option B,Option C,Option B,Option C,Option D,Option D,Option C,Option A,,Option A,Option D,,Option B,Option D,Option C,,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,"[23, 1, 4]"
07-08-2021 12:20,sage_potts7984@twace.org,105.0/140.0,sage_potts8201@iitp.ac.in,Sage Potts,8851333173,102.0/140.0,1401EE67,Option A,Option B,Option B,Option C,,Option C,Option D,Option D,Option A,Option A,,,Option D,,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option C,Option D,Option A,Option B,Option D,"[21, 3, 4]"
07-08-2021 12:20,harriet_ward8388@deavo.com,105.0/140.0,harriet_ward8123@iitp.ac.in,Harriet Ward,9161105636,104.0/140.0,1401CE25,Option A,,Option B,Option C,,Option C,Option D,Option D,,Option A,Option C,,Option D,Option D,Option B,Option D,Option C,Option D,,Option D,Option A,,Option A,Option D,Option D,Option A,Option C,Option B,"[21, 1, 6]"
07-08-2021 12:20,vera_rycroft6599@muall.tech,45.0/140.0,vera_rycroft7673@iitp.ac.in,Vera Rycroft,8210365189,39.0/140.0,1401CB37,,Option C,Option B,Option C,,Option C,Option C,Option C,,Option A,Option C,Option A,Option C,,,,,Option D,Option C,,Option B,,,,,Option A,,Option D,"[9, 6, 13]"
07-08-2021 12:20,daniel_norton2069@bretoux.com,95.0/140.0,daniel_norton6748@iitp.ac.in,Daniel Norton,9373558986,89.0/140.0,1401CS67,Option A,Option D,Option B,Option C,Option B,Option B,,Option D,Option B,,Option C,Option A,Option B,Option D,Option B,Option C,Option C,Option D,Option B,,Option D,Option A,Option A,Option D,Option B,Option A,Option C,Option D,"[19, 6, 3]"
07-08-2021 12:20,ramon_fulton9477@typill.biz,75.0/140.0,ramon_fulton1369@iitp.ac.in,Ramon Fulton,7726062970,72.0/140.0,1401CS74,Option A,Option D,Option B,Option C,Option B,Option C,Option D,,,Option B,Option D,Option A,,,Option B,,Option C,Option D,,,Option A,,,Option D,,Option A,Option A,Option D,"[15, 3, 10]"
07-08-2021 12:20,gina_thomas5389@tonsy.org,95.0/140.0,gina_thomas1570@iitp.ac.in,Gina Thomas,7337213858,93.0/140.0,1401ME76,Option A,Option D,Option B,Option C,,Option C,Option D,Option D,Option A,Option A,,,Option D,Option D,Option B,Option B,Option C,Option D,,Option D,,Option A,Option A,Option D,,Option A,,Option B,"[19, 2, 7]"
07-08-2021 12:20,dorothy_cameron8751@nimogy.biz,50.0/140.0,dorothy_cameron3069@iitp.ac.in,Dorothy Cameron,8305193609,50.0/140.0,1401EE20,,,,,,,Option D,,,,,Option A,,Option D,,Option D,Option C,,,Option D,,Option A,,Option D,,Option A,Option C,,"[10, 0, 18]"
07-08-2021 12:20,david_allen459@nimogy.biz,110.0/140.0,david_allen3522@iitp.ac.in,David Allen,9304879251,109.0/140.0,1401EE53,Option A,Option D,Option B,Option C,Option B,Option C,Option D,,Option A,Option A,,,Option D,,,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option D,Option D,"[22, 1, 5]"
07-08-2021 12:20,alan_russell8346@atink.com,70.0/140.0,alan_russell9407@iitp.ac.in,Alan Russell,9548488625,63.0/140.0,1401EE18,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,,Option B,Option C,Option D,Option B,,,Option C,Option C,,,,Option B,Option B,Option A,Option D,,Option A,Option B,Option D,"[14, 7, 7]"
07-08-2021 12:20,erica_underhill9030@nickia.com,65.0/140.0,erica_underhill2603@iitp.ac.in,Erica Underhill,8582011521,64.0/140.0,1401CB35,Option A,,,Option C,,,,,,,Option C,,Option D,Option D,Option B,Option D,Option C,,Option C,Option D,,,Option A,Option D,,Option A,Option C,,"[13, 1, 14]"
07-08-2021 12:20,aiden_alldridge4739@vetan.org,40.0/140.0,aiden_alldridge6161@iitp.ac.in,Aiden Alldridge,8890770508,30.0/140.0,1401MM04,Option C,,,Option C,,Option D,Option D,,,Option D,Option D,Option A,Option D,Option D,,Option D,Option D,,Option B,,Option B,Option B,Option A,Option C,,Option C,Option B,,"[8, 10, 10]"
07-08-2021 12:20,gabriel_henderson6057@gmail.com,100.0/140.0,gabriel_henderson5435@iitp.ac.in,Gabriel Henderson,7025482101,96.0/140.0,1401ME06,Option A,Option D,Option B,Option D,Option B,Option C,Option D,,Option A,Option A,Option C,Option A,,Option D,Option B,Option D,Option C,Option D,,,Option A,Option A,Option A,Option D,Option B,Option C,Option A,Option D,"[20, 4, 4]"
07-08-2021 12:20,noah_vincent1196@naiker.biz,55.0/140.0,noah_vincent8396@iitp.ac.in,Noah Vincent,7004074950,38.0/140.0,1401EE68,Option C,Option D,Option C,Option C,Option A,Option C,Option C,Option C,Option C,Option C,Option B,Option A,Option C,Option C,Option A,Option C,Option C,Option D,Option C,Option C,Option A,Option C,Option A,Option D,Option C,Option A,Option D,Option D,"[11, 17, 0]"
07-08-2021 12:20,josephine_graham362@gembat.biz,70.0/140.0,josephine_graham1732@iitp.ac.in,Josephine Graham,9660795443,70.0/140.0,1401CB19,Option A,,Option B,,,,Option D,,,,,,Option D,,,Option D,Option C,,,Option D,Option A,Option A,Option A,Option D,,Option A,Option C,Option D,"[14, 0, 14]"
07-08-2021 12:20,evelynn_howard208@famism.biz,130.0/140.0,evelynn_howard9840@iitp.ac.in,Evelynn Howard,9199292919,129.0/140.0,1401EE04,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,,Option A,Option D,Option D,Option B,Option C,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,"[26, 1, 1]"
07-08-2021 12:20,tania_speed770@brety.org,125.0/140.0,tania_speed7362@iitp.ac.in,Tania Speed,9452749717,124.0/140.0,1401MM13,Option A,Option D,Option B,Option C,Option B,,Option D,Option D,Option A,,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option D,Option A,Option A,Option D,Option D,Option A,Option C,Option D,"[25, 1, 2]"
07-08-2021 12:20,brad_snow7771@supunk.biz,130.0/140.0,brad_snow1128@iitp.ac.in,Brad Snow,7667491533,128.0/140.0,1401CB05,Option A,Option D,Option B,Option C,Option C,Option C,Option D,Option D,Option A,Option A,Option C,Option A,Option D,Option D,Option B,Option B,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,"[26, 2, 0]"
07-08-2021 12:20,wendy_healy8906@elnee.tech,55.0/140.0,wendy_healy2918@iitp.ac.in,Wendy Healy,9618564987,44.0/140.0,1401CE38,Option B,Option B,Option B,Option B,,Option C,,Option C,,Option C,Option A,Option A,Option C,,Option A,Option D,Option C,Option D,,Option D,Option A,Option B,Option A,Option A,Option B,Option A,,Option D,"[11, 11, 6]"
07-08-2021 12:20,luke_murphy3941@kideod.biz,110.0/140.0,luke_murphy5281@iitp.ac.in,Luke Murphy,9304919227,109.0/140.0,1401CS56,Option A,,Option B,,Option B,,Option D,Option D,,,Option D,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,"[22, 1, 5]"
07-08-2021 12:20,denny_walker3214@grannar.com,75.0/140.0,denny_walker5595@iitp.ac.in,Denny Walker,9931968666,72.0/140.0,1401ME77,,,Option B,,,Option C,Option A,Option D,Option A,,Option C,Option C,,Option D,,Option D,Option C,,Option B,,Option A,Option A,Option C,Option D,,Option A,Option C,Option D,"[15, 3, 10]"
07-08-2021 12:20,dalia_vaughn487@sveldo.biz,35.0/140.0,dalia_vaughn1891@iitp.ac.in,Dalia Vaughn,8603348641,33.0/140.0,1401CE06,Option B,Option D,Option B,,,Option C,,,,Option A,,Option A,,,,,,Option D,Option A,,,,,,,Option A,,,"[7, 2, 19]"
07-08-2021 12:20,peter_brennan8189@dionrab.com,105.0/140.0,peter_brennan4459@iitp.ac.in,Peter Brennan,7767897301,103.0/140.0,1401CB31,Option A,,Option B,Option C,,Option C,Option D,Option D,,Option A,Option C,Option A,Option D,,Option B,Option D,Option C,Option D,Option B,,Option A,Option A,Option A,Option D,Option D,Option A,Option A,Option B,"[21, 2, 5]"
07-08-2021 12:20,laila_robertson6259@nimogy.biz,105.0/140.0,laila_robertson3449@iitp.ac.in,Laila Robertson,8340351017,103.0/140.0,1401ME39,Option A,Option D,Option B,Option C,,Option C,Option D,,,Option A,Option B,Option A,Option D,Option D,Option B,Option C,Option C,Option D,,,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,"[21, 2, 5]"
07-08-2021 12:20,charlize_wright2930@gembat.biz,115.0/140.0,charlize_wright4879@iitp.ac.in,Charlize Wright,7439860023,114.0/140.0,1401CB11,Option A,Option D,Option B,Option C,,Option C,Option D,,Option A,Option A,,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,,Option A,Option C,Option B,"[23, 1, 4]"
07-08-2021 12:20,owen_thomas8377@grannar.com,75.0/140.0,owen_thomas6692@iitp.ac.in,Owen Thomas,8355816953,72.0/140.0,1401CE13,Option A,Option D,Option B,Option C,,Option C,,Option D,Option A,Option D,,Option A,,,,Option D,Option C,Option D,,,Option D,,,Option D,Option D,Option A,Option B,Option D,"[15, 3, 10]"
07-08-2021 12:20,mandy_hooper3172@sveldo.biz,120.0/140.0,mandy_hooper9871@iitp.ac.in,Mandy Hooper,8229859377,119.0/140.0,1401EE10,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,,Option A,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,,,Option D,Option A,Option A,Option D,Option D,Option A,Option C,Option D,"[24, 1, 3]"
07-08-2021 12:20,ethan_robinson3826@deons.tech,55.0/140.0,ethan_robinson9228@iitp.ac.in,Ethan Robinson,7717789572,50.0/140.0,1401MM03,Option C,,Option B,Option C,,,Option D,,Option A,,Option C,Option C,Option D,Option D,,,,Option D,Option A,Option D,,,Option A,,,Option A,Option B,Option B,"[11, 5, 12]"
07-08-2021 12:20,alice_harrison8669@gembat.biz,125.0/140.0,alice_harrison8561@iitp.ac.in,Alice Harrison,8961011837,122.0/140.0,1401CS10,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,Option B,Option A,Option C,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option B,Option A,Option C,Option D,"[25, 3, 0]"
07-08-2021 12:20,summer_stone8951@deavo.com,70.0/140.0,summer_stone7886@iitp.ac.in,Summer Stone,7007222154,67.0/140.0,1401ME32,Option A,,Option B,,,Option C,,Option D,Option A,Option A,Option C,Option A,,,,,,Option D,,Option D,Option D,,Option A,Option A,Option D,Option C,Option C,Option D,"[14, 3, 11]"
07-08-2021 12:20,gladys_mcgee5071@sheye.org,95.0/140.0,gladys_mcgee9902@iitp.ac.in,Gladys Mcgee,7883584826,94.0/140.0,1401ME27,Option A,,Option B,Option C,,Option C,Option D,Option D,Option A,Option A,,,Option D,Option D,Option B,Option B,Option C,Option D,,Option D,,,Option A,Option D,,Option A,Option C,Option D,"[19, 1, 8]"
07-08-2021 12:20,jayden_thorpe5896@acrit.org,70.0/140.0,jayden_thorpe2289@iitp.ac.in,Jayden Thorpe,9113363896,62.0/140.0,1401EE74,Option A,Option D,Option B,Option C,Option B,Option C,Option D,,,Option A,,Option D,,Option D,Option B,Option C,Option C,Option D,,,Option D,Option B,Option A,Option B,Option B,Option B,Option B,Option D,"[14, 8, 6]"
07-08-2021 12:20,aeris_waterson1260@gompie.com,130.0/140.0,aeris_waterson1422@iitp.ac.in,Aeris Waterson,9003568771,129.0/140.0,1401EE54,Option A,Option D,Option B,Option C,,Option C,Option D,Option D,Option A,Option A,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option A,Option D,"[26, 1, 1]"
07-08-2021 12:20,abdul_cobb3387@typill.biz,140.0/140.0,abdul_cobb5582@iitp.ac.in,Abdul Cobb,7080004448,140.0/140.0,1401CS02,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,"[28, 0, 0]"
07-08-2021 12:20,roger_woods4015@tonsy.org,125.0/140.0,roger_woods566@iitp.ac.in,Roger Woods,9820521752,125.0/140.0,1401MM29,Option A,,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,,Option A,Option C,Option D,"[25, 0, 3]"
07-08-2021 12:20,willow_rose3055@bungar.biz,65.0/140.0,willow_rose6847@iitp.ac.in,Willow Rose,6266206287,50.0/140.0,1401CB08,Option A,Option B,Option B,Option B,Option B,Option B,Option D,Option B,Option B,Option B,Option B,Option A,Option B,Option B,Option B,Option D,Option C,Option D,Option B,Option B,Option B,Option B,Option B,Option D,Option B,Option B,Option C,Option D,"[13, 15, 0]"
07-08-2021 12:20,nathan_skinner8568@iatim.tech,105.0/140.0,nathan_skinner5086@iitp.ac.in,Nathan Skinner,7568609247,103.0/140.0,1401CE48,Option A,Option D,Option B,Option C,Option C,Option C,Option D,,Option A,Option A,Option C,Option A,,,Option B,,Option C,Option D,Option B,,Option A,Option A,Option A,Option D,Option B,Option A,Option C,Option D,"[21, 2, 5]"
07-08-2021 12:20,paula_whitmore1361@muall.tech,50.0/140.0,paula_whitmore3945@iitp.ac.in,Paula Whitmore,9827089359,38.0/140.0,1401EE31,,,,Option C,Option A,Option C,Option C,Option D,Option C,Option D,Option D,Option A,Option D,Option D,Option B,,Option C,Option D,Option C,Option C,Option B,Option C,Option C,Option C,Option D,Option C,,,"[10, 12, 6]"
07-08-2021 12:20,matt_eastwood9634@elnee.tech,120.0/140.0,matt_eastwood5481@iitp.ac.in,Matt Eastwood,9563993118,116.0/140.0,1401ME63,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,Option A,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option D,Option A,Option D,Option B,Option A,Option C,Option B,"[24, 4, 0]"
07-08-2021 12:20,josh_nicholls1592@nanoff.biz,120.0/140.0,josh_nicholls9208@iitp.ac.in,Josh Nicholls,8176876030,116.0/140.0,1401CS80,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option C,Option A,Option B,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option B,Option A,Option A,Option D,Option B,Option A,Option C,Option D,"[24, 4, 0]"
